Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,Month,ReportType,NSize
471-2013-14-All Students-Withdrawal-External,471,2013-14,All Students,Withdrawal,0.02,0.109999999,May,External,541
471-2013-14-All Students-Net Cumulative-External,471,2013-14,All Students,Net Cumulative,0,0.039999999,May,External,541
474-2013-14-All Students-Entry-External,474,2013-14,All Students,Entry,0.079999998,0.140000001,April,External,280
474-2013-14-All Students-Withdrawal-External,474,2013-14,All Students,Withdrawal,0.239999995,0.090000004,April,External,280
474-2013-14-All Students-Net Cumulative-External,474,2013-14,All Students,Net Cumulative,-0.159999996,0.039999999,April,External,280
474-2013-14-All Students-Entry-External,474,2013-14,All Students,Entry,0.050000001,0.079999998,December,External,280
474-2013-14-All Students-Withdrawal-External,474,2013-14,All Students,Withdrawal,0.07,0.029999999,December,External,280
474-2013-14-All Students-Net Cumulative-External,474,2013-14,All Students,Net Cumulative,-0.02,0.050000001,December,External,280
474-2013-14-All Students-Entry-External,474,2013-14,All Students,Entry,0.07,0.109999999,February,External,280
474-2013-14-All Students-Withdrawal-External,474,2013-14,All Students,Withdrawal,0.189999998,0.059999999,February,External,280
474-2013-14-All Students-Net Cumulative-External,474,2013-14,All Students,Net Cumulative,-0.119999997,0.050000001,February,External,280
474-2013-14-All Students-Entry-External,474,2013-14,All Students,Entry,0.050000001,0.100000001,January,External,280
474-2013-14-All Students-Withdrawal-External,474,2013-14,All Students,Withdrawal,0.159999996,0.050000001,January,External,280
474-2013-14-All Students-Net Cumulative-External,474,2013-14,All Students,Net Cumulative,-0.109999999,0.050000001,January,External,280
474-2013-14-All Students-Entry-External,474,2013-14,All Students,Entry,0.079999998,0.129999995,March,External,280
474-2013-14-All Students-Withdrawal-External,474,2013-14,All Students,Withdrawal,0.219999999,0.079999998,March,External,280
474-2013-14-All Students-Net Cumulative-External,474,2013-14,All Students,Net Cumulative,-0.150000006,0.050000001,March,External,280
474-2013-14-All Students-Entry-External,474,2013-14,All Students,Entry,0.079999998,0.140000001,May,External,280
474-2013-14-All Students-Withdrawal-External,474,2013-14,All Students,Withdrawal,0.239999995,0.109999999,May,External,280
474-2013-14-All Students-Net Cumulative-External,474,2013-14,All Students,Net Cumulative,-0.159999996,0.039999999,May,External,280
474-2013-14-All Students-Entry-External,474,2013-14,All Students,Entry,0.050000001,0.07,November,External,280
474-2013-14-All Students-Withdrawal-External,474,2013-14,All Students,Withdrawal,0.050000001,0.02,November,External,280
474-2013-14-All Students-Net Cumulative-External,474,2013-14,All Students,Net Cumulative,0,0.050000001,November,External,280
474-2013-14-All Students-Entry-External,474,2013-14,All Students,Entry,0.029999999,0.059999999,October,External,280
474-2013-14-All Students-Withdrawal-External,474,2013-14,All Students,Withdrawal,0.02,0.01,October,External,280
474-2013-14-All Students-Net Cumulative-External,474,2013-14,All Students,Net Cumulative,0.01,0.050000001,October,External,280
478-2013-14-All Students-Entry-External,478,2013-14,All Students,Entry,0.02,0.140000001,April,External,319
478-2013-14-All Students-Withdrawal-External,478,2013-14,All Students,Withdrawal,0.02,0.090000004,April,External,319
478-2013-14-All Students-Net Cumulative-External,478,2013-14,All Students,Net Cumulative,0,0.039999999,April,External,319
478-2013-14-All Students-Entry-External,478,2013-14,All Students,Entry,0,0.079999998,December,External,319
478-2013-14-All Students-Withdrawal-External,478,2013-14,All Students,Withdrawal,0.01,0.029999999,December,External,319
478-2013-14-All Students-Net Cumulative-External,478,2013-14,All Students,Net Cumulative,-0.01,0.050000001,December,External,319
478-2013-14-All Students-Entry-External,478,2013-14,All Students,Entry,0.01,0.109999999,February,External,319
478-2013-14-All Students-Withdrawal-External,478,2013-14,All Students,Withdrawal,0.02,0.059999999,February,External,319
478-2013-14-All Students-Net Cumulative-External,478,2013-14,All Students,Net Cumulative,-0.01,0.050000001,February,External,319
478-2013-14-All Students-Entry-External,478,2013-14,All Students,Entry,0.01,0.100000001,January,External,319
478-2013-14-All Students-Withdrawal-External,478,2013-14,All Students,Withdrawal,0.01,0.050000001,January,External,319
478-2013-14-All Students-Net Cumulative-External,478,2013-14,All Students,Net Cumulative,0,0.050000001,January,External,319
478-2013-14-All Students-Entry-External,478,2013-14,All Students,Entry,0.01,0.129999995,March,External,319
478-2013-14-All Students-Withdrawal-External,478,2013-14,All Students,Withdrawal,0.02,0.079999998,March,External,319
478-2013-14-All Students-Net Cumulative-External,478,2013-14,All Students,Net Cumulative,-0.01,0.050000001,March,External,319
478-2013-14-All Students-Entry-External,478,2013-14,All Students,Entry,0.02,0.140000001,May,External,319
478-2013-14-All Students-Withdrawal-External,478,2013-14,All Students,Withdrawal,0.029999999,0.109999999,May,External,319
478-2013-14-All Students-Net Cumulative-External,478,2013-14,All Students,Net Cumulative,-0.01,0.039999999,May,External,319
478-2013-14-All Students-Entry-External,478,2013-14,All Students,Entry,0,0.07,November,External,319
478-2013-14-All Students-Withdrawal-External,478,2013-14,All Students,Withdrawal,0.01,0.02,November,External,319
478-2013-14-All Students-Net Cumulative-External,478,2013-14,All Students,Net Cumulative,-0.01,0.050000001,November,External,319
478-2013-14-All Students-Entry-External,478,2013-14,All Students,Entry,0,0.059999999,October,External,319
478-2013-14-All Students-Withdrawal-External,478,2013-14,All Students,Withdrawal,0,0.01,October,External,319
478-2013-14-All Students-Net Cumulative-External,478,2013-14,All Students,Net Cumulative,0,0.050000001,October,External,319
480-2013-14-All Students-Entry-External,480,2013-14,All Students,Entry,0,,April,External,26
480-2013-14-All Students-Withdrawal-External,480,2013-14,All Students,Withdrawal,1,,April,External,26
480-2013-14-All Students-Net Cumulative-External,480,2013-14,All Students,Net Cumulative,-1,,April,External,26
480-2013-14-All Students-Entry-External,480,2013-14,All Students,Entry,0,,December,External,26
480-2013-14-All Students-Withdrawal-External,480,2013-14,All Students,Withdrawal,1,,December,External,26
480-2013-14-All Students-Net Cumulative-External,480,2013-14,All Students,Net Cumulative,-1,,December,External,26
480-2013-14-All Students-Entry-External,480,2013-14,All Students,Entry,0,,February,External,26
480-2013-14-All Students-Withdrawal-External,480,2013-14,All Students,Withdrawal,1,,February,External,26
480-2013-14-All Students-Net Cumulative-External,480,2013-14,All Students,Net Cumulative,-1,,February,External,26
480-2013-14-All Students-Entry-External,480,2013-14,All Students,Entry,0,,January,External,26
480-2013-14-All Students-Withdrawal-External,480,2013-14,All Students,Withdrawal,1,,January,External,26
480-2013-14-All Students-Net Cumulative-External,480,2013-14,All Students,Net Cumulative,-1,,January,External,26
480-2013-14-All Students-Entry-External,480,2013-14,All Students,Entry,0,,March,External,26
480-2013-14-All Students-Withdrawal-External,480,2013-14,All Students,Withdrawal,1,,March,External,26
480-2013-14-All Students-Net Cumulative-External,480,2013-14,All Students,Net Cumulative,-1,,March,External,26
480-2013-14-All Students-Entry-External,480,2013-14,All Students,Entry,0,,May,External,26
480-2013-14-All Students-Withdrawal-External,480,2013-14,All Students,Withdrawal,1,,May,External,26
480-2013-14-All Students-Net Cumulative-External,480,2013-14,All Students,Net Cumulative,-1,,May,External,26
480-2013-14-All Students-Entry-External,480,2013-14,All Students,Entry,0,,November,External,26
480-2013-14-All Students-Withdrawal-External,480,2013-14,All Students,Withdrawal,1,,November,External,26
480-2013-14-All Students-Net Cumulative-External,480,2013-14,All Students,Net Cumulative,-1,,November,External,26
480-2013-14-All Students-Entry-External,480,2013-14,All Students,Entry,0,,October,External,26
480-2013-14-All Students-Withdrawal-External,480,2013-14,All Students,Withdrawal,1,,October,External,26
480-2013-14-All Students-Net Cumulative-External,480,2013-14,All Students,Net Cumulative,-1,,October,External,26
861-2013-14-All Students-Entry-External,861,2013-14,All Students,Entry,2.24000001,0.140000001,April,External,89
861-2013-14-All Students-Withdrawal-External,861,2013-14,All Students,Withdrawal,2.49000001,0.109999999,April,External,89
861-2013-14-All Students-Net Cumulative-External,861,2013-14,All Students,Net Cumulative,-0.25999999,0.039999999,April,External,89
861-2013-14-All Students-Entry-External,861,2013-14,All Students,Entry,1.070000052,0.090000004,December,External,89
861-2013-14-All Students-Withdrawal-External,861,2013-14,All Students,Withdrawal,1.309999943,0.050000001,December,External,89
861-2013-14-All Students-Net Cumulative-External,861,2013-14,All Students,Net Cumulative,-0.25,0.039999999,December,External,89
861-2013-14-All Students-Entry-External,861,2013-14,All Students,Entry,1.710000038,0.119999997,February,External,89
861-2013-14-All Students-Withdrawal-External,861,2013-14,All Students,Withdrawal,1.789999962,0.079999998,February,External,89
861-2013-14-All Students-Net Cumulative-External,861,2013-14,All Students,Net Cumulative,-0.079999998,0.039999999,February,External,89
861-2013-14-All Students-Entry-External,861,2013-14,All Students,Entry,1.330000043,0.109999999,January,External,89
861-2013-14-All Students-Withdrawal-External,861,2013-14,All Students,Withdrawal,1.529999971,0.059999999,January,External,89
861-2013-14-All Students-Net Cumulative-External,861,2013-14,All Students,Net Cumulative,-0.200000003,0.039999999,January,External,89
861-2013-14-All Students-Entry-External,861,2013-14,All Students,Entry,1.940000057,0.129999995,March,External,89
861-2013-14-All Students-Withdrawal-External,861,2013-14,All Students,Withdrawal,2.150000095,0.090000004,March,External,89
861-2013-14-All Students-Net Cumulative-External,861,2013-14,All Students,Net Cumulative,-0.200000003,0.039999999,March,External,89
861-2013-14-All Students-Entry-External,861,2013-14,All Students,Entry,2.539999962,0.150000006,May,External,89
861-2013-14-All Students-Withdrawal-External,861,2013-14,All Students,Withdrawal,2.920000076,0.129999995,May,External,89
861-2013-14-All Students-Net Cumulative-External,861,2013-14,All Students,Net Cumulative,-0.379999995,0.02,May,External,89
861-2013-14-All Students-Entry-External,861,2013-14,All Students,Entry,0.839999974,0.079999998,November,External,89
861-2013-14-All Students-Withdrawal-External,861,2013-14,All Students,Withdrawal,0.930000007,0.039999999,November,External,89
861-2013-14-All Students-Net Cumulative-External,861,2013-14,All Students,Net Cumulative,-0.090000004,0.039999999,November,External,89
861-2013-14-All Students-Entry-External,861,2013-14,All Students,Entry,0.519999981,0.07,October,External,89
861-2013-14-All Students-Withdrawal-External,861,2013-14,All Students,Withdrawal,0.379999995,0.029999999,October,External,89
861-2013-14-All Students-Net Cumulative-External,861,2013-14,All Students,Net Cumulative,0.129999995,0.039999999,October,External,89
884-2013-14-All Students-Entry-External,884,2013-14,All Students,Entry,0.150000006,0.140000001,April,External,364
884-2013-14-All Students-Withdrawal-External,884,2013-14,All Students,Withdrawal,0.300000012,0.090000004,April,External,364
884-2013-14-All Students-Net Cumulative-External,884,2013-14,All Students,Net Cumulative,-0.159999996,0.039999999,April,External,364
884-2013-14-All Students-Entry-External,884,2013-14,All Students,Entry,0.07,0.079999998,December,External,364
884-2013-14-All Students-Withdrawal-External,884,2013-14,All Students,Withdrawal,0.140000001,0.029999999,December,External,364
884-2013-14-All Students-Net Cumulative-External,884,2013-14,All Students,Net Cumulative,-0.07,0.050000001,December,External,364
884-2013-14-All Students-Entry-External,884,2013-14,All Students,Entry,0.119999997,0.109999999,February,External,364
884-2013-14-All Students-Withdrawal-External,884,2013-14,All Students,Withdrawal,0.239999995,0.059999999,February,External,364
884-2013-14-All Students-Net Cumulative-External,884,2013-14,All Students,Net Cumulative,-0.129999995,0.050000001,February,External,364
884-2013-14-All Students-Entry-External,884,2013-14,All Students,Entry,0.100000001,0.100000001,January,External,364
884-2013-14-All Students-Withdrawal-External,884,2013-14,All Students,Withdrawal,0.159999996,0.050000001,January,External,364
884-2013-14-All Students-Net Cumulative-External,884,2013-14,All Students,Net Cumulative,-0.07,0.050000001,January,External,364
884-2013-14-All Students-Entry-External,884,2013-14,All Students,Entry,0.119999997,0.129999995,March,External,364
884-2013-14-All Students-Withdrawal-External,884,2013-14,All Students,Withdrawal,0.300000012,0.079999998,March,External,364
884-2013-14-All Students-Net Cumulative-External,884,2013-14,All Students,Net Cumulative,-0.180000007,0.050000001,March,External,364
884-2013-14-All Students-Entry-External,884,2013-14,All Students,Entry,0.150000006,0.140000001,May,External,364
884-2013-14-All Students-Withdrawal-External,884,2013-14,All Students,Withdrawal,0.310000002,0.109999999,May,External,364
884-2013-14-All Students-Net Cumulative-External,884,2013-14,All Students,Net Cumulative,-0.159999996,0.039999999,May,External,364
884-2013-14-All Students-Entry-External,884,2013-14,All Students,Entry,0.059999999,0.07,November,External,364
884-2013-14-All Students-Withdrawal-External,884,2013-14,All Students,Withdrawal,0.100000001,0.02,November,External,364
884-2013-14-All Students-Net Cumulative-External,884,2013-14,All Students,Net Cumulative,-0.039999999,0.050000001,November,External,364
884-2013-14-All Students-Entry-External,884,2013-14,All Students,Entry,0.02,0.059999999,October,External,364
884-2013-14-All Students-Withdrawal-External,884,2013-14,All Students,Withdrawal,0.01,0.01,October,External,364
884-2013-14-All Students-Net Cumulative-External,884,2013-14,All Students,Net Cumulative,0.01,0.050000001,October,External,364
1047-2013-14-All Students-Entry-External,1047,2013-14,All Students,Entry,0.039999999,0.109999999,April,External,250
1047-2013-14-All Students-Withdrawal-External,1047,2013-14,All Students,Withdrawal,0.050000001,0.119999997,April,External,250
1047-2013-14-All Students-Net Cumulative-External,1047,2013-14,All Students,Net Cumulative,-0.01,-0.01,April,External,250
1047-2013-14-All Students-Entry-External,1047,2013-14,All Students,Entry,0.01,0.059999999,December,External,250
1047-2013-14-All Students-Withdrawal-External,1047,2013-14,All Students,Withdrawal,0.039999999,0.059999999,December,External,250
1047-2013-14-All Students-Net Cumulative-External,1047,2013-14,All Students,Net Cumulative,-0.02,0,December,External,250
1047-2013-14-All Students-Entry-External,1047,2013-14,All Students,Entry,0.029999999,0.090000004,February,External,250
1047-2013-14-All Students-Withdrawal-External,1047,2013-14,All Students,Withdrawal,0.039999999,0.090000004,February,External,250
1047-2013-14-All Students-Net Cumulative-External,1047,2013-14,All Students,Net Cumulative,-0.01,0,February,External,250
1047-2013-14-All Students-Entry-External,1047,2013-14,All Students,Entry,0.02,0.079999998,January,External,250
1047-2013-14-All Students-Withdrawal-External,1047,2013-14,All Students,Withdrawal,0.039999999,0.079999998,January,External,250
1047-2013-14-All Students-Net Cumulative-External,1047,2013-14,All Students,Net Cumulative,-0.02,0,January,External,250
1047-2013-14-All Students-Entry-External,1047,2013-14,All Students,Entry,0.039999999,0.100000001,March,External,250
1047-2013-14-All Students-Withdrawal-External,1047,2013-14,All Students,Withdrawal,0.039999999,0.109999999,March,External,250
1047-2013-14-All Students-Net Cumulative-External,1047,2013-14,All Students,Net Cumulative,0,0,March,External,250
1047-2013-14-All Students-Entry-External,1047,2013-14,All Students,Entry,0.039999999,0.119999997,May,External,250
1047-2013-14-All Students-Withdrawal-External,1047,2013-14,All Students,Withdrawal,0.050000001,0.129999995,May,External,250
1047-2013-14-All Students-Net Cumulative-External,1047,2013-14,All Students,Net Cumulative,-0.01,-0.01,May,External,250
1047-2013-14-All Students-Entry-External,1047,2013-14,All Students,Entry,0,0.059999999,November,External,250
1047-2013-14-All Students-Withdrawal-External,1047,2013-14,All Students,Withdrawal,0.01,0.050000001,November,External,250
1047-2013-14-All Students-Net Cumulative-External,1047,2013-14,All Students,Net Cumulative,-0.01,0,November,External,250
1047-2013-14-All Students-Entry-External,1047,2013-14,All Students,Entry,0,0.050000001,October,External,250
1047-2013-14-All Students-Withdrawal-External,1047,2013-14,All Students,Withdrawal,0,0.039999999,October,External,250
1047-2013-14-All Students-Net Cumulative-External,1047,2013-14,All Students,Net Cumulative,0,0.01,October,External,250
1100-2013-14-All Students-Entry-External,1100,2013-14,All Students,Entry,0.039999999,0.100000001,April,External,380
1100-2013-14-All Students-Withdrawal-External,1100,2013-14,All Students,Withdrawal,0.059999999,0.090000004,April,External,380
1100-2013-14-All Students-Net Cumulative-External,1100,2013-14,All Students,Net Cumulative,-0.02,0.01,April,External,380
1100-2013-14-All Students-Entry-External,1100,2013-14,All Students,Entry,0.029999999,0.07,December,External,380
1100-2013-14-All Students-Withdrawal-External,1100,2013-14,All Students,Withdrawal,0.039999999,0.059999999,December,External,380
1100-2013-14-All Students-Net Cumulative-External,1100,2013-14,All Students,Net Cumulative,0,0.01,December,External,380
1100-2013-14-All Students-Entry-External,1100,2013-14,All Students,Entry,0.039999999,0.090000004,February,External,380
1100-2013-14-All Students-Withdrawal-External,1100,2013-14,All Students,Withdrawal,0.050000001,0.07,February,External,380
1100-2013-14-All Students-Net Cumulative-External,1100,2013-14,All Students,Net Cumulative,-0.01,0.01,February,External,380
1100-2013-14-All Students-Entry-External,1100,2013-14,All Students,Entry,0.039999999,0.079999998,January,External,380
1100-2013-14-All Students-Withdrawal-External,1100,2013-14,All Students,Withdrawal,0.039999999,0.07,January,External,380
1100-2013-14-All Students-Net Cumulative-External,1100,2013-14,All Students,Net Cumulative,0,0.01,January,External,380
1100-2013-14-All Students-Entry-External,1100,2013-14,All Students,Entry,0.039999999,0.090000004,March,External,380
1100-2013-14-All Students-Withdrawal-External,1100,2013-14,All Students,Withdrawal,0.059999999,0.079999998,March,External,380
1100-2013-14-All Students-Net Cumulative-External,1100,2013-14,All Students,Net Cumulative,-0.02,0.01,March,External,380
1100-2013-14-All Students-Entry-External,1100,2013-14,All Students,Entry,0.039999999,0.109999999,May,External,380
1100-2013-14-All Students-Withdrawal-External,1100,2013-14,All Students,Withdrawal,0.079999998,0.109999999,May,External,380
1100-2013-14-All Students-Net Cumulative-External,1100,2013-14,All Students,Net Cumulative,-0.039999999,0,May,External,380
1100-2013-14-All Students-Entry-External,1100,2013-14,All Students,Entry,0.029999999,0.07,November,External,380
1100-2013-14-All Students-Withdrawal-External,1100,2013-14,All Students,Withdrawal,0.029999999,0.050000001,November,External,380
1100-2013-14-All Students-Net Cumulative-External,1100,2013-14,All Students,Net Cumulative,0.01,0.01,November,External,380
1100-2013-14-All Students-Entry-External,1100,2013-14,All Students,Entry,0.029999999,0.059999999,October,External,380
1100-2013-14-All Students-Withdrawal-External,1100,2013-14,All Students,Withdrawal,0.02,0.050000001,October,External,380
1100-2013-14-All Students-Net Cumulative-External,1100,2013-14,All Students,Net Cumulative,0.01,0.01,October,External,380
1103-2013-14-All Students-Entry-External,1103,2013-14,All Students,Entry,0.01,0.07,April,External,251
1103-2013-14-All Students-Withdrawal-External,1103,2013-14,All Students,Withdrawal,0.07,0.090000004,April,External,251
1103-2013-14-All Students-Net Cumulative-External,1103,2013-14,All Students,Net Cumulative,-0.059999999,-0.02,April,External,251
1103-2013-14-All Students-Entry-External,1103,2013-14,All Students,Entry,0.01,0.050000001,December,External,251
1103-2013-14-All Students-Withdrawal-External,1103,2013-14,All Students,Withdrawal,0.029999999,0.059999999,December,External,251
1103-2013-14-All Students-Net Cumulative-External,1103,2013-14,All Students,Net Cumulative,-0.02,-0.01,December,External,251
1103-2013-14-All Students-Entry-External,1103,2013-14,All Students,Entry,0.01,0.059999999,February,External,251
1103-2013-14-All Students-Withdrawal-External,1103,2013-14,All Students,Withdrawal,0.059999999,0.079999998,February,External,251
1103-2013-14-All Students-Net Cumulative-External,1103,2013-14,All Students,Net Cumulative,-0.050000001,-0.01,February,External,251
1103-2013-14-All Students-Entry-External,1103,2013-14,All Students,Entry,0.01,0.050000001,January,External,251
1103-2013-14-All Students-Withdrawal-External,1103,2013-14,All Students,Withdrawal,0.059999999,0.07,January,External,251
1103-2013-14-All Students-Net Cumulative-External,1103,2013-14,All Students,Net Cumulative,-0.050000001,-0.01,January,External,251
1103-2013-14-All Students-Entry-External,1103,2013-14,All Students,Entry,0.01,0.07,March,External,251
1103-2013-14-All Students-Withdrawal-External,1103,2013-14,All Students,Withdrawal,0.059999999,0.079999998,March,External,251
1103-2013-14-All Students-Net Cumulative-External,1103,2013-14,All Students,Net Cumulative,-0.050000001,-0.01,March,External,251
1103-2013-14-All Students-Entry-External,1103,2013-14,All Students,Entry,0.01,0.079999998,May,External,251
1103-2013-14-All Students-Withdrawal-External,1103,2013-14,All Students,Withdrawal,0.090000004,0.100000001,May,External,251
1103-2013-14-All Students-Net Cumulative-External,1103,2013-14,All Students,Net Cumulative,-0.079999998,-0.02,May,External,251
1103-2013-14-All Students-Entry-External,1103,2013-14,All Students,Entry,0.01,0.039999999,November,External,251
1103-2013-14-All Students-Withdrawal-External,1103,2013-14,All Students,Withdrawal,0.029999999,0.050000001,November,External,251
1103-2013-14-All Students-Net Cumulative-External,1103,2013-14,All Students,Net Cumulative,-0.02,-0.01,November,External,251
1103-2013-14-All Students-Entry-External,1103,2013-14,All Students,Entry,0.01,0.029999999,October,External,251
1103-2013-14-All Students-Withdrawal-External,1103,2013-14,All Students,Withdrawal,0.02,0.050000001,October,External,251
1103-2013-14-All Students-Net Cumulative-External,1103,2013-14,All Students,Net Cumulative,-0.01,-0.01,October,External,251
1104-2013-14-All Students-Entry-External,1104,2013-14,All Students,Entry,0.01,0.07,April,External,237
1104-2013-14-All Students-Withdrawal-External,1104,2013-14,All Students,Withdrawal,0.109999999,0.090000004,April,External,237
1104-2013-14-All Students-Net Cumulative-External,1104,2013-14,All Students,Net Cumulative,-0.100000001,-0.02,April,External,237
1104-2013-14-All Students-Entry-External,1104,2013-14,All Students,Entry,0.01,0.050000001,December,External,237
1104-2013-14-All Students-Withdrawal-External,1104,2013-14,All Students,Withdrawal,0.050000001,0.059999999,December,External,237
1104-2013-14-All Students-Net Cumulative-External,1104,2013-14,All Students,Net Cumulative,-0.039999999,-0.01,December,External,237
1104-2013-14-All Students-Entry-External,1104,2013-14,All Students,Entry,0.01,0.059999999,February,External,237
1104-2013-14-All Students-Withdrawal-External,1104,2013-14,All Students,Withdrawal,0.079999998,0.079999998,February,External,237
1104-2013-14-All Students-Net Cumulative-External,1104,2013-14,All Students,Net Cumulative,-0.07,-0.01,February,External,237
1104-2013-14-All Students-Entry-External,1104,2013-14,All Students,Entry,0.01,0.050000001,January,External,237
1104-2013-14-All Students-Withdrawal-External,1104,2013-14,All Students,Withdrawal,0.050000001,0.07,January,External,237
1104-2013-14-All Students-Net Cumulative-External,1104,2013-14,All Students,Net Cumulative,-0.050000001,-0.01,January,External,237
1104-2013-14-All Students-Entry-External,1104,2013-14,All Students,Entry,0.01,0.07,March,External,237
1104-2013-14-All Students-Withdrawal-External,1104,2013-14,All Students,Withdrawal,0.079999998,0.079999998,March,External,237
1104-2013-14-All Students-Net Cumulative-External,1104,2013-14,All Students,Net Cumulative,-0.07,-0.01,March,External,237
1104-2013-14-All Students-Entry-External,1104,2013-14,All Students,Entry,0.01,0.079999998,May,External,237
1104-2013-14-All Students-Withdrawal-External,1104,2013-14,All Students,Withdrawal,0.140000001,0.100000001,May,External,237
1104-2013-14-All Students-Net Cumulative-External,1104,2013-14,All Students,Net Cumulative,-0.129999995,-0.02,May,External,237
1104-2013-14-All Students-Entry-External,1104,2013-14,All Students,Entry,0.01,0.039999999,November,External,237
1104-2013-14-All Students-Withdrawal-External,1104,2013-14,All Students,Withdrawal,0.039999999,0.050000001,November,External,237
1104-2013-14-All Students-Net Cumulative-External,1104,2013-14,All Students,Net Cumulative,-0.029999999,-0.01,November,External,237
1104-2013-14-All Students-Entry-External,1104,2013-14,All Students,Entry,0.01,0.029999999,October,External,237
1104-2013-14-All Students-Withdrawal-External,1104,2013-14,All Students,Withdrawal,0.029999999,0.050000001,October,External,237
1104-2013-14-All Students-Net Cumulative-External,1104,2013-14,All Students,Net Cumulative,-0.029999999,-0.01,October,External,237
1105-2013-14-All Students-Entry-External,1105,2013-14,All Students,Entry,0.01,0.07,April,External,227
1105-2013-14-All Students-Withdrawal-External,1105,2013-14,All Students,Withdrawal,0.07,0.090000004,April,External,227
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,-0.059999999,-0.02,April,External,227
1105-2013-14-All Students-Entry-External,1105,2013-14,All Students,Entry,0.01,0.050000001,December,External,227
1105-2013-14-All Students-Withdrawal-External,1105,2013-14,All Students,Withdrawal,0.02,0.059999999,December,External,227
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,-0.01,-0.01,December,External,227
1105-2013-14-All Students-Entry-External,1105,2013-14,All Students,Entry,0.01,0.059999999,February,External,227
1105-2013-14-All Students-Withdrawal-External,1105,2013-14,All Students,Withdrawal,0.029999999,0.079999998,February,External,227
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,-0.02,-0.01,February,External,227
1105-2013-14-All Students-Entry-External,1105,2013-14,All Students,Entry,0.01,0.050000001,January,External,227
1105-2013-14-All Students-Withdrawal-External,1105,2013-14,All Students,Withdrawal,0.029999999,0.07,January,External,227
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,-0.02,-0.01,January,External,227
1105-2013-14-All Students-Entry-External,1105,2013-14,All Students,Entry,0.01,0.07,March,External,227
1105-2013-14-All Students-Withdrawal-External,1105,2013-14,All Students,Withdrawal,0.039999999,0.079999998,March,External,227
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,-0.029999999,-0.01,March,External,227
1105-2013-14-All Students-Entry-External,1105,2013-14,All Students,Entry,0.01,0.079999998,May,External,227
1105-2013-14-All Students-Withdrawal-External,1105,2013-14,All Students,Withdrawal,0.079999998,0.100000001,May,External,227
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,-0.07,-0.02,May,External,227
1105-2013-14-All Students-Entry-External,1105,2013-14,All Students,Entry,0.01,0.039999999,November,External,227
1105-2013-14-All Students-Withdrawal-External,1105,2013-14,All Students,Withdrawal,0.02,0.050000001,November,External,227
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,-0.01,-0.01,November,External,227
1105-2013-14-All Students-Entry-External,1105,2013-14,All Students,Entry,0.01,0.029999999,October,External,227
1105-2013-14-All Students-Withdrawal-External,1105,2013-14,All Students,Withdrawal,0.02,0.050000001,October,External,227
1105-2013-14-All Students-Net Cumulative-External,1105,2013-14,All Students,Net Cumulative,-0.01,-0.01,October,External,227
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0,0.07,April,External,237
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.02,0.090000004,April,External,237
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,-0.02,-0.02,April,External,237
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0,0.050000001,December,External,237
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.01,0.059999999,December,External,237
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,-0.01,-0.01,December,External,237
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0,0.059999999,February,External,237
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.01,0.079999998,February,External,237
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,-0.01,-0.01,February,External,237
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0,0.050000001,January,External,237
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.01,0.07,January,External,237
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,-0.01,-0.01,January,External,237
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0,0.07,March,External,237
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.02,0.079999998,March,External,237
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,-0.02,-0.01,March,External,237
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0.01,0.079999998,May,External,237
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.039999999,0.100000001,May,External,237
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,-0.029999999,-0.02,May,External,237
